message,source
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
"{\"location_name\": \"New York\", \"timestamp\": \"2024-12-10T10:45\", \"longitude\": -74.006, \"cloudiness\": null, \"precipitation\": 0, \"wind_speed\": 6.2, \"latitude\": 40.7128, \"temperature\": 7.2}",weather_data
